2012-09-06	1997.71
2012-09-05	1997.71
2012-09-04	1947.74
2012-09-03	1802.99
2012-09-02	1954.07
2012-09-01	875.58
2012-08-31	942.84
2012-08-30	1511.79
2012-08-29	1805.71
2012-08-28	1659.31
2012-08-27	1744.26
2012-08-26	1899.13
2012-08-25	749.77
2012-08-24	837.97
2012-08-23	1691.41
2012-08-22	1638.78
2012-08-21	1872.17
2012-08-20	2021.86
2012-08-19	2182.07
2012-08-18	1127.44
2012-08-17	873.03
2012-08-16	1249.66
2012-08-15	1327.64
2012-08-14	1107.31
2012-08-13	1278.33
2012-08-12	1102.31
2012-08-11	586.37
2012-08-10	681.06
2012-08-09	1425.08
2012-08-08	2276.43
2012-08-07	2458.53
2012-08-06	1225.51
2012-08-05	653.61
2012-08-04	355.22
2012-08-03	315.93
2012-08-02	639.02
2012-08-01	723.68
2012-07-31	610.48
2012-07-30	752.94
2012-07-29	697.96
2012-07-28	409.59
2012-07-27	578.10
2012-07-26	1093.06
2012-07-25	1159.14
2012-07-24	1280.47
2012-07-23	1111.28
2012-07-22	1288.10
2012-07-21	584.38
2012-07-20	534.55
2012-07-19	1064.48
2012-07-18	1053.13
2012-07-17	958.23
2012-07-16	1087.39
2012-07-15	941.26
2012-07-14	296.55
2012-07-13	390.73
2012-07-12	831.58
2012-07-11	1046.10
2012-07-10	1259.42
2012-07-09	1120.12
2012-07-08	1126.49
2012-07-07	434.08
2012-07-06	463.51
2012-07-05	968.86
2012-07-04	1208.61
2012-07-03	943.09
2012-07-02	1093.37
2012-07-01	1078.43
2012-06-30	560.13
2012-06-29	571.58
2012-06-28	1090.01
2012-06-27	1134.51
2012-06-26	1241.38
2012-06-25	1452.84
2012-06-24	1419.22
2012-06-23	504.19
2012-06-22	208.44
2012-06-21	378.29
2012-06-20	1037.13
2012-06-19	1103.83
2012-06-18	1505.25
2012-06-17	1264.42
2012-06-16	520.03
2012-06-15	596.04
2012-06-14	1126.09
2012-06-13	1206.49
2012-06-12	1177.53
2012-06-11	1318.10
2012-06-10	1284.95
2012-06-09	456.23
2012-06-08	510.18
2012-06-07	1147.96
2012-06-06	1267.60
2012-06-05	1220.11
2012-06-04	1203.66
2012-06-03	1328.80
2012-06-02	593.72
2012-06-01	492.34
2012-05-31	1190.44
2012-05-30	1390.47
2012-05-29	1500.61
2012-05-28	1488.90
