2012-09-06	655.93
2012-09-05	888.77
2012-09-04	1070.79
2012-09-03	1204.64
2012-09-02	1153.98
2012-09-01	932.17
2012-08-31	839.24
2012-08-30	950.09
2012-08-29	947.00
2012-08-28	732.57
2012-08-27	2308.11
2012-08-26	2495.21
2012-08-25	1009.04
2012-08-24	1570.45
2012-08-23	1478.47
2012-08-22	1558.84
2012-08-21	1368.71
2012-08-20	1223.40
2012-08-19	799.14
2012-08-18	709.47
2012-08-17	616.18
2012-08-16	563.22
2012-08-15	478.28
2012-08-14	488.45
2012-08-13	810.23
2012-08-12	836.56
2012-08-11	912.82
2012-08-10	942.52
2012-08-09	762.86
2012-08-08	746.00
2012-08-07	747.19
2012-08-06	806.52
2012-08-05	725.04
2012-08-04	706.11
2012-08-03	772.49
2012-08-02	740.05
2012-08-01	686.11
2012-07-31	646.04
2012-07-30	401.78
2012-07-29	332.60
2012-07-28	336.74
2012-07-27	410.40
2012-07-26	514.66
2012-07-25	581.43
2012-07-24	613.83
2012-07-23	549.70
2012-07-22	421.54
2012-07-21	444.56
2012-07-20	467.06
2012-07-19	513.97
2012-07-18	538.77
2012-07-17	617.23
2012-07-16	564.42
2012-07-15	489.91
2012-07-14	447.61
2012-07-13	608.42
2012-07-12	512.69
2012-07-11	556.90
2012-07-10	581.44
2012-07-09	589.51
2012-07-08	515.87
2012-07-07	541.86
2012-07-06	662.67
2012-07-05	783.13
2012-07-04	649.40
2012-07-03	705.11
2012-07-02	732.53
2012-07-01	534.94
2012-06-30	523.70
2012-06-29	673.04
2012-06-28	753.77
2012-06-27	792.45
2012-06-26	913.52
2012-06-25	892.09
2012-06-24	752.88
2012-06-23	629.79
2012-06-22	675.12
2012-06-21	860.34
2012-06-20	977.52
2012-06-19	837.17
2012-06-18	836.10
2012-06-17	596.50
2012-06-16	648.15
2012-06-15	691.57
2012-06-14	499.10
2012-06-13	518.50
2012-06-12	531.05
2012-06-11	468.50
2012-06-10	370.84
2012-06-09	452.04
2012-06-08	463.25
2012-06-07	515.55
2012-06-06	512.10
2012-06-05	490.68
2012-06-04	465.44
2012-06-03	380.01
2012-06-02	361.39
2012-06-01	426.54
2012-05-31	414.50
2012-05-30	414.61
2012-05-29	478.74
